id	presence.summary	confidence	subs_clone	event_type	event_id	csv_locus	color	ClusterSV_event_type	ClusterSV_cluster_id	ClusterSV_num_SV_in_cluster	ClusterSV_footprint_id_low_end	ClusterSV_footprint_id_high_end	ClusterSV_start_end_low_end_footprint	ClusterSV_start_end_high_end_footprint	ClusterSV_p_value	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	I.H.132374.T4.1.D1.2.count	I.H.132374.T5.1.D1.2.count	I.H.132374.T6.1.D1.2.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag
3	T4_T5_T6	high	trunk	unbalanced_translocation	1	1p_loss	#646464	unbalanced_translocation	11	1	NA	NA	NA	NA	NA	1	53276611	53276612	14	56311229	56311230	-	+	0	0	32	40	47	ZYG11B	ZYG11B	ENST00000294353	1	0	intron	10	14	_	_	_	_	_	_	_	_	_	_	0
4	T5_T6	high	R1,R2 100%	simple_deletion	3	none	#3F93CF	simple_deletion	4	1	NA	NA	NA	NA	NA	1	76328161	76328162	1	76329308	76329309	+	+	0	0	0	45	9	MSH4	MSH4	ENST00000263187	1	0	intron	8	20	_	MSH4	MSH4	ENST00000263187	1	0	intron	8	20	_	460
5	T5	high	R2 100%	simple_deletion	14	none	#FFC000	simple_deletion	18	1	NA	NA	NA	NA	NA	1	80557697	80557698	1	80612035	80612036	+	+	0	0	0	39	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
6	T4_T5_T6	high	D1 6% / R1,R2 100%	tandem_duplication	4	none	#0070C0	tandem_duplication	12	1	NA	NA	NA	NA	NA	1	99925927	99925929	1	99976229	99976231	-	-	0	0	1	43	34	_	_	_	_	_	_	_	_	_	RP11-413P11.1	RP11-413P11.1	ENST00000438829	-1	_	UTRintron	1	4	_	0
19	T4_T5_T6	high	D1 6% / R1,R2 100%	chromothripsis	2	mycn	#0070C0	complex	5	128	NA	NA	NA	NA	NA	2	10188074	10188076	2	11740035	11740035	-	+	0	0	19	226	236	KLF11	KLF11	ENST00000305883	1	_	exon	3	4	_	GREB1	GREB1	ENST00000381486	1	2	intron	15	33	_	500
29	T4_T5_T6	high	D1 6% / R1,R2 100%	chromothripsis	2	mycn	#0070C0	complex	5	128	NA	NA	NA	NA	NA	2	10188074	10188076	2	11761997	11761999	-	-	0	0	33	267	376	KLF11	KLF11	ENST00000305883	1	_	exon	3	4	_	GREB1	GREB1	ENST00000381486	1	1	intron	23	33	_	740
58	T4_T5_T6	high	D1 6% / R1,R2 100%	DM	5	mycn	#0070C0	complex	5	128	NA	NA	NA	NA	NA	2	10188074	10188076	2	15512844	15512846	-	-	0	0	0	78	19	KLF11	KLF11	ENST00000305883	1	_	exon	3	4	_	NBAS	NBAS	ENST00000281513	-1	1	intron	31	52	_	500
127	T4_T5_T6	high	D1 6% / R1,R2 100%	chromothripsis	2	mycn	#0070C0	complex	5	128	NA	NA	NA	NA	NA	2	10188074	10188076	2	17102848	17102848	-	+	0	0	10	309	249	KLF11	KLF11	ENST00000305883	1	_	exon	3	4	_	_	_	_	_	_	_	_	_	_	0
17	T4_T5_T6	high	D1 6% / R1,R2 100%	chromothripsis	2	mycn	#0070C0	complex	5	128	NA	NA	NA	NA	NA	2	10188259	10188261	2	11739296	11739298	-	-	0	0	30	310	383	KLF11	KLF11	ENST00000305883	1	_	exon	3	4	_	GREB1	GREB1	ENST00000381486	1	2	intron	15	33	_	740
20	T4_T5_T6	high	D1 6% / R1,R2 100%	chromothripsis	2	mycn	#0070C0	complex	5	128	NA	NA	NA	NA	NA	2	10188264	10188264	2	11744449	11744449	+	+	0	0	37	546	571	KLF11	KLF11	ENST00000305883	1	_	exon	3	4	_	GREB1	GREB1	ENST00000381486	1	2	intron	17	33	_	740
24	T4_T5_T6	high	D1 6% / R1,R2 100%	DM	5	mycn	#0070C0	complex	5	128	NA	NA	NA	NA	NA	2	10188264	10188264	2	11745140	11745142	+	-	0	0	1	47	23	KLF11	KLF11	ENST00000305883	1	_	exon	3	4	_	GREB1	GREB1	ENST00000381486	1	2	intron	17	33	_	500
168	T4_T5_T6	high	D1 6% / R1,R2 100%	DM	5	mycn	#0070C0	complex	5	128	NA	NA	NA	NA	NA	2	10188264	10188264	2	19896752	19896752	+	+	0	0	0	105	26	KLF11	KLF11	ENST00000305883	1	_	exon	3	4	_	_	_	_	_	_	_	_	_	_	0
171	T4_T5_T6	high	D1 6% / R1,R2 100%	chromothripsis	2	mycn	#0070C0	complex	5	128	NA	NA	NA	NA	NA	2	10188362	10188363	2	19897405	19897406	-	-	0	0	50	1189	864	KLF11	KLF11	ENST00000305883	1	2	exon	3	4	_	_	_	_	_	_	_	_	_	_	0
22	T5	high	R2 100%	DM	15	mycn	#FFC000	complex	4	2	NA	NA	NA	NA	NA	2	10188362	10188364	2	11744850	11744852	-	-	0	0	0	10	1	KLF11	KLF11	ENST00000305883	1	_	exon	3	4	_	GREB1	GREB1	ENST00000381486	1	2	intron	17	33	_	740
18	T4_T5_T6	high	D1 6% / R1,R2 100%	chromothripsis	2	mycn	#0070C0	complex	5	128	NA	NA	NA	NA	NA	2	10189036	10189038	2	11739296	11739298	-	-	0	0	30	310	383	KLF11	KLF11	ENST00000305883	1	1	intron	3	4	_	GREB1	GREB1	ENST00000381486	1	2	intron	15	33	_	700
45	T4	high	D1 94%	DM	10	mycn	#7800F8	complex	5	7	NA	NA	NA	NA	NA	2	10236945	10236945	2	13052023	13052025	+	-	0	0	1614	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
111	T4_T5_T6	high	D1 6% / R1,R2 100%	chromothripsis	2	mycn	#0070C0	complex	5	128	NA	NA	NA	NA	NA	2	10465841	10465841	2	17095096	17095096	+	+	0	0	5	186	115	HPCAL1	HPCAL1	ENST00000307845	1	_	5UTRintron	1	5	_	_	_	_	_	_	_	_	_	_	0
79	T4_T5_T6	high	D1 6% / R1,R2 100%	chromothripsis	2	mycn	#0070C0	complex	5	128	NA	NA	NA	NA	NA	2	10720784	10720784	2	16125007	16125007	+	+	0	0	7	183	188	NOL10	NOL10	ENST00000381685	-1	2	intron	19	21	_	_	_	_	_	_	_	_	_	_	0
13	T4_T5_T6	high	D1 6% / R1,R2 100%	chromothripsis	2	mycn	#0070C0	complex	5	128	NA	NA	NA	NA	NA	2	10721413	10721415	2	11521758	11521760	-	-	0	0	7	172	113	NOL10	NOL10	ENST00000381685	-1	2	intron	19	21	_	_	_	_	_	_	_	_	_	_	0
188	T4_T5_T6	high	D1 6% / R1,R2 100%	chromothripsis	2	mycn	#0070C0	complex	5	128	NA	NA	NA	NA	NA	2	11199981	11199982	2	21526294	21526295	+	-	0	0	25	40	32	_	_	_	_	_	_	_	_	_	AC067959.1	AC067959.1	ENST00000435237	1	_	UTRintron	1	6	_	0
36	T4_T5_T6	high	D1 6% / R1,R2 100%	chromothripsis	2	mycn	#0070C0	complex	5	128	NA	NA	NA	NA	NA	2	11264437	11264439	2	11894192	11894192	-	+	0	0	16	257	200	AC062028.1	AC062028.1	ENST00000396164	-1	_	UTRintron	4	9	_	LPIN1	LPIN1	ENST00000449576	1	0	intron	2	22	_	180
71	T4	high	D1 94%	DM	10	mycn	#7800F8	complex	5	7	NA	NA	NA	NA	NA	2	11376631	11376631	2	15726817	15726817	+	+	0	0	1449	0	0	ROCK2	ROCK2	ENST00000315872	-1	0	intron	4	33	_	_	_	_	_	_	_	_	_	_	0
47	T4	high	D1 94%	DM	10	mycn	#7800F8	complex	5	7	NA	NA	NA	NA	NA	2	11379827	11379829	2	13163480	13163480	-	+	0	0	2428	0	1	ROCK2	ROCK2	ENST00000315872	-1	0	intron	4	33	_	_	_	_	_	_	_	_	_	_	0
44	T4_T5_T6	high	D1 6% / R1,R2 100%	DM	5	mycn	#0070C0	complex	4	3	NA	NA	NA	NA	NA	2	11385471	11385471	2	13021593	13021593	+	+	0	0	0	39	22	ROCK2	ROCK2	ENST00000315872	-1	0	intron	4	33	_	_	_	_	_	_	_	_	_	_	0
213	T4_T5_T6	high	D1 6% / R1,R2 100%	DM	5	mycn	#0070C0	complex	4	3	NA	NA	NA	NA	NA	2	11385673	11385677	8	1569255	1569259	-	+	0	0	0	50	44	ROCK2	ROCK2	ENST00000315872	-1	0	intron	4	33	_	DLGAP2	DLGAP2	ENST00000421627	1	2	intron	3	12	_	700
73	T4_T5_T6	high	D1 6% / R1,R2 100%	chromothripsis	2	mycn	#0070C0	complex	5	128	NA	NA	NA	NA	NA	2	11409637	11409637	2	16021110	16021110	+	+	0	0	4	123	74	ROCK2	ROCK2	ENST00000315872	-1	0	intron	3	33	_	_	_	_	_	_	_	_	_	_	0
77	T4_T5_T6	high	D1 6% / R1,R2 100%	chromothripsis	2	mycn	#0070C0	complex	5	128	NA	NA	NA	NA	NA	2	11411835	11411837	2	16124683	16124683	-	+	0	0	13	254	200	ROCK2	ROCK2	ENST00000315872	-1	0	intron	3	33	_	_	_	_	_	_	_	_	_	_	0
98	T4_T5_T6	high	D1 6% / R1,R2 100%	chromothripsis	2	mycn	#0070C0	complex	5	128	NA	NA	NA	NA	NA	2	11450559	11450559	2	16886226	16886226	+	+	0	0	9	230	157	ROCK2	ROCK2	ENST00000315872	-1	0	intron	1	33	_	_	_	_	_	_	_	_	_	_	0
35	T4_T5_T6	high	D1 6% / R1,R2 100%	chromothripsis	2	mycn	#0070C0	complex	5	128	NA	NA	NA	NA	NA	2	11451035	11451037	2	11893386	11893388	-	-	0	0	3	167	146	ROCK2	ROCK2	ENST00000315872	-1	0	intron	1	33	_	LPIN1	LPIN1	ENST00000449576	1	0	intron	2	22	_	540
16	T4	high	D1 94%	DM	10	mycn	#7800F8	complex	4	5	NA	NA	NA	NA	NA	2	11555928	11555928	2	11651326	11651328	+	-	0	0	1264	0	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
74	T4	high	D1 94%	DM	10	mycn	#7800F8	complex	4	5	NA	NA	NA	NA	NA	2	11558657	11558659	2	16063963	16063965	-	-	0	0	2169	0	0	_	_	_	_	_	_	_	_	_	MYCNUN	MYCNUN	ENST00000433810	1	_	UTRintron	2	3	_	0
80	T4	high	D1 94%	DM	10	mycn	#7800F8	complex	4	5	NA	NA	NA	NA	NA	2	11657940	11657942	2	16174634	16174634	-	+	0	0	2259	0	0	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
158	T4_T5_T6	high	D1 6% / R1,R2 100%	chromothripsis	2	mycn	#0070C0	complex	5	128	NA	NA	NA	NA	NA	2	11739183	11739183	2	19896153	19896155	+	-	0	0	23	271	364	GREB1	GREB1	ENST00000381486	1	2	intron	15	33	_	_	_	_	_	_	_	_	_	_	0
166	T4_T5_T6	high	trunk	chromothripsis	2	mycn	#646464	complex	5	128	NA	NA	NA	NA	NA	2	11739183	11739183	2	19896652	19896654	+	-	0	0	1483	575	635	GREB1	GREB1	ENST00000381486	1	2	intron	15	33	_	_	_	_	_	_	_	_	_	_	0
178	T4_T5_T6	high	D1 6% / R1,R2 100%	chromothripsis	2	mycn	#0070C0	complex	5	128	NA	NA	NA	NA	NA	2	11739183	11739183	2	21504062	21504064	+	-	0	0	18	56	22	GREB1	GREB1	ENST00000381486	1	2	intron	15	33	_	AC067959.1	AC067959.1	ENST00000435237	1	_	UTRintron	1	6	_	200
112	T4_T5_T6	high	trunk	chromothripsis	2	mycn	#646464	complex	5	128	NA	NA	NA	NA	NA	2	11739200	11739202	2	17102370	17102370	-	+	0	0	293	25	90	GREB1	GREB1	ENST00000381486	1	2	intron	15	33	_	_	_	_	_	_	_	_	_	_	0
172	T4_T5_T6	high	trunk	chromothripsis	2	mycn	#646464	complex	5	128	NA	NA	NA	NA	NA	2	11739220	11739222	2	19897405	19897407	-	-	0	0	723	725	457	GREB1	GREB1	ENST00000381486	1	2	intron	15	33	_	_	_	_	_	_	_	_	_	_	0
25	T5	high	R2 100%	DM	16	mycn	#FFC000	complex	4	2	NA	NA	NA	NA	NA	2	11739220	11739222	2	11745140	11745142	-	-	0	0	0	13	1	GREB1	GREB1	ENST00000381486	1	2	intron	15	33	_	GREB1	GREB1	ENST00000381486	1	2	intron	17	33	_	880
32	T4_T5_T6	high	trunk	chromothripsis	2	mycn	#646464	complex	5	128	NA	NA	NA	NA	NA	2	11739232	11739232	2	11762056	11762056	+	+	0	0	622	177	218	GREB1	GREB1	ENST00000381486	1	2	intron	15	33	_	GREB1	GREB1	ENST00000381486	1	1	intron	23	33	_	680
117	T4_T5_T6	high	trunk	chromothripsis	2	mycn	#646464	complex	5	128	NA	NA	NA	NA	NA	2	11739232	11739232	2	17102448	17102450	+	-	0	0	249	34	94	GREB1	GREB1	ENST00000381486	1	2	intron	15	33	_	_	_	_	_	_	_	_	_	_	0
167	T4_T5_T6	high	trunk	chromothripsis	2	mycn	#646464	complex	5	128	NA	NA	NA	NA	NA	2	11739294	11739296	2	19896652	19896654	-	-	0	0	723	725	457	GREB1	GREB1	ENST00000381486	1	2	intron	15	33	_	_	_	_	_	_	_	_	_	_	0
179	T4_T5_T6	high	D1 6% / R1,R2 100%	chromothripsis	2	mycn	#0070C0	complex	5	128	NA	NA	NA	NA	NA	2	11739294	11739296	2	21504062	21504064	-	-	0	0	2	14	3	GREB1	GREB1	ENST00000381486	1	2	intron	15	33	_	AC067959.1	AC067959.1	ENST00000435237	1	_	UTRintron	1	6	_	200
147	T4_T5_T6	high	trunk	chromothripsis	2	mycn	#646464	complex	5	128	NA	NA	NA	NA	NA	2	11739313	11739313	2	19894773	19894773	+	+	0	0	1201	736	561	GREB1	GREB1	ENST00000381486	1	2	intron	15	33	_	_	_	_	_	_	_	_	_	_	0
49	T4_T5_T6	high	trunk	chromothripsis	2	mycn	#646464	complex	5	128	NA	NA	NA	NA	NA	2	11739517	11739519	2	13309020	13309022	-	-	0	0	1674	855	612	GREB1	GREB1	ENST00000381486	1	2	intron	15	33	_	_	_	_	_	_	_	_	_	_	0
26	T4_T5_T6	high	trunk	chromothripsis	2	mycn	#646464	complex	5	128	NA	NA	NA	NA	NA	2	11739679	11739681	2	11761287	11761287	-	+	0	0	96	1214	1276	GREB1	GREB1	ENST00000381486	1	2	intron	15	33	_	GREB1	GREB1	ENST00000381486	1	1	intron	23	33	_	530
66	T4_T5_T6	high	D1 6% / R1,R2 100%	DM	5	mycn	#0070C0	complex	5	128	NA	NA	NA	NA	NA	2	11739679	11739681	2	15515778	15515778	-	+	0	0	0	70	19	GREB1	GREB1	ENST00000381486	1	2	intron	15	33	_	NBAS	NBAS	ENST00000281513	-1	2	intron	30	52	_	900
