id	presence.summary	confidence	subs_clone	event_type	event_id	csv_locus	color	ClusterSV_event_type	ClusterSV_cluster_id	ClusterSV_num_SV_in_cluster	ClusterSV_footprint_id_low_end	ClusterSV_footprint_id_high_end	ClusterSV_start_end_low_end_footprint	ClusterSV_start_end_high_end_footprint	ClusterSV_p_value	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	I.H.116985.T1.1.D1.1.count	I.H.116985.T2.1.D1.1.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag
I-H-116985-T2-1-D1-1.1	T2	high	SL1_69	simple_deletion	5	none	#559FD5	simple_deletion	2	1	2.chr1.1	2.chr1.2	197318762-197318762	199097026-199097026	NA	1	197318761	197318763	1	199097025	199097027	+	+	0	0	0	12	CRB1	CRB1	ENST00000367400	1	1	intron	4	12	_	_	_	_	_	_	_	_	_	_	0
46	T1_T2	high	trunk	chromothripsis	1	none	#646464	complex	1_1	116	1.chr2.1	1.chr2.2	ptel-28965644.5	40065687-81003049.5	0.049939244	2	1027182	1027186	2	43340353	43340357	+	-	0	0	45	39	SNTG2	SNTG2	ENST00000308624	1	0	intron	1	17	_	_	_	_	_	_	_	_	_	_	0
2	T1_T2	high	trunk	chromothripsis	1	none	#646464	complex	1_1	116	1.chr2.1	1.chr2.1	ptel-28965644.5	ptel-28965644.5	0.049939244	2	1668779	1668781	2	11921663	11921665	+	-	0	0	38	42	PXDN	PXDN	ENST00000252804	-1	_	exon	11	23	_	LPIN1	LPIN1	ENST00000256720	1	0	intron	6	20	_	740
70	T1_T2	high	trunk	chromothripsis	1	none	#646464	complex	1_1	116	1.chr2.1	1.chr2.3	ptel-28965644.5	cen_end-qtel	0.049939244	2	1670431	1670432	2	120799510	120799511	-	+	0	0	48	60	PXDN	PXDN	ENST00000252804	-1	1	intron	9	23	_	EPB41L5	EPB41L5	ENST00000263713	1	0	intron	2	25	_	700
62	T1_T2	high	trunk	chromothripsis	1	none	#646464	complex	1_1	116	1.chr2.1	1.chr2.3	ptel-28965644.5	cen_end-qtel	0.049939244	2	5132267	5132270	2	97308409	97308412	-	+	0	0	45	51	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
121	T1_T2	high	trunk	chromothripsis	1	none	#646464	complex	1_1	116	1.chr2.1	1.chr2.3	ptel-28965644.5	cen_end-qtel	0.049939244	2	8577564	8577566	2	221397323	221397325	-	-	0	0	41	50	_	_	_	_	_	_	_	_	_	AC067956.1	AC067956.1	ENST00000414512	1	_	UTRintron	1	5	_	0
42	T1_T2	high	trunk	chromothripsis	1	none	#646464	complex	1_1	116	1.chr2.1	1.chr2.1	ptel-28965644.5	ptel-28965644.5	0.049939244	2	9077357	9077358	2	28499938	28499939	+	-	0	0	55	47	MBOAT2	MBOAT2	ENST00000305997	-1	2	intron	3	13	_	BRE	BRE	ENST00000342045	1	1	intron	11	13	_	700
43	T1_T2	high	trunk	chromothripsis	1	none	#646464	complex	1_1	116	1.chr2.1	1.chr2.2	ptel-28965644.5	40065687-81003049.5	0.049939244	2	9078091	9078093	2	40065686	40065688	-	-	0	0	37	57	MBOAT2	MBOAT2	ENST00000305997	-1	2	intron	3	13	_	_	_	_	_	_	_	_	_	_	0
52	T1_T2	high	trunk	chromothripsis	1	none	#646464	complex	1_1	116	1.chr2.1	1.chr2.2	ptel-28965644.5	40065687-81003049.5	0.049939244	2	10100370	10100375	2	69902961	69902966	+	-	0	0	25	27	GRHL1	GRHL1	ENST00000324907	1	2	intron	3	16	_	_	_	_	_	_	_	_	_	_	0
45	T1_T2	high	trunk	simple_deletion	1	none	#646464	complex	1_1	116	1.chr2.1	1.chr2.2	ptel-28965644.5	40065687-81003049.5	0.049939244	2	10101439	10101443	2	43204537	43204541	-	+	0	0	29	44	GRHL1	GRHL1	ENST00000324907	1	_	exon	4	16	_	_	_	_	_	_	_	_	_	_	0
