id	presence.summary	confidence	subs_clone	event_type	event_id	csv_locus	color	ClusterSV_event_type	ClusterSV_cluster_id	ClusterSV_num_SV_in_cluster	ClusterSV_footprint_id_low_end	ClusterSV_footprint_id_high_end	ClusterSV_start_end_low_end_footprint	ClusterSV_start_end_high_end_footprint	ClusterSV_p_value	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	I.H.133121.T4.1.D1.2.count	I.H.133121.T5.1.D1.2.count	I.H.133121.T6.1.D1.2.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag
43	T5	high	R1_44	simple_deletion	4	none	#7800F8	simple_deletion	1	1	1.chr1.1	1.chr1.2	58028880.5-58028880.5	58471334.5-58471334.5	NA	1	58028880	58028881	1	58471334	58471335	+	+	0	0	0	9	0	DAB1	DAB1	ENST00000371234	-1	_	5UTRintron	3	17	_	DAB1	DAB1	ENST00000371234	-1	_	5UTRintron	1	17	_	840
49	T5_T6	high	trunk	complex_unclassified	1	1p_loss|2p_gain	#646464	complex	13	7	NA	NA	NA	NA	NA	1	75701876	75701878	1	78185302	78185302	-	+	0	0	0	13	17	SLC44A5	SLC44A5	ENST00000370859	-1	2	intron	11	24	_	USP33	USP33	ENST00000370793	-1	2	intron	16	25	_	540
47	T5_T6	high	trunk	complex_unclassified	1	1p_loss|2p_gain	#646464	complex	13	7	NA	NA	NA	NA	NA	1	75702031	75702034	1	78184863	78184866	+	-	0	0	0	1	5	SLC44A5	SLC44A5	ENST00000370859	-1	2	intron	11	24	_	USP33	USP33	ENST00000370793	-1	2	intron	16	25	_	540
44	T5_T6	high	trunk	complex_unclassified	1	1p_loss|2p_gain	#646464	complex	13	7	NA	NA	NA	NA	NA	1	75702033	75702034	1	75840241	75840242	+	-	0	0	0	18	17	SLC44A5	SLC44A5	ENST00000370859	-1	2	intron	11	24	_	SLC44A5	SLC44A5	ENST00000370859	-1	1	intron	3	24	_	530
45	T5_T6	high	trunk	complex_unclassified	1	1p_loss|2p_gain	#646464	complex	13	7	NA	NA	NA	NA	NA	1	75839412	75839415	1	78183995	78183998	-	+	0	0	0	8	13	SLC44A5	SLC44A5	ENST00000370859	-1	1	intron	3	24	_	USP33	USP33	ENST00000370793	-1	0	intron	17	25	_	540
46	T5_T6	high	trunk	complex_unclassified	1	1p_loss|2p_gain	#646464	complex	13	7	NA	NA	NA	NA	NA	1	75840239	75840242	1	78184777	78184780	+	+	0	0	0	8	19	SLC44A5	SLC44A5	ENST00000370859	-1	1	intron	3	24	_	USP33	USP33	ENST00000370793	-1	2	intron	16	25	_	700
48	T5_T6	high	trunk	complex_unclassified	1	1p_loss|2p_gain	#646464	complex	13	7	NA	NA	NA	NA	NA	1	75840272	75840272	1	78185301	78185301	+	+	0	0	0	8	19	SLC44A5	SLC44A5	ENST00000370859	-1	1	intron	3	24	_	USP33	USP33	ENST00000370793	-1	2	intron	16	25	_	700
23	T5_T6	high	trunk	complex_unclassified	1	1p_loss|2p_gain	#646464	complex	13	7	NA	NA	NA	NA	NA	1	78184079	78184080	2	54992109	54992110	+	-	0	0	0	6	9	USP33	USP33	ENST00000370793	-1	0	intron	17	25	_	_	_	_	_	_	_	_	_	_	0
50	T6	high	R2_100	simple_deletion	13	none	#0070C0	simple_deletion	1	1	1.chr1.1	1.chr1.2	95596432.5-95596432.5	95620121.5-95620121.5	NA	1	95596432	95596433	1	95620121	95620122	+	+	0	0	0	0	27	TMEM56	TMEM56	ENST00000456991	1	_	5UTRintron	2	7	_	TMEM56	TMEM56	ENST00000456991	1	0	intron	6	7	_	800
51	T6	high	R2_100	simple_deletion	14	none	#0070C0	simple_deletion	2	1	2.chr1.1	2.chr1.2	115714172-115714172	115715737-115715737	NA	1	115714172	115714172	1	115715737	115715737	+	+	0	0	0	0	30	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
52	T5	high	R1_44	tandem_duplication	5	none	#7800F8	tandem_duplication	2	1	2.chr1.1	2.chr1.2	203910722.5-203910722.5	203968663.5-203968663.5	NA	1	203910721	203910724	1	203968662	203968665	-	-	0	0	0	12	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
21	T5_T6	high	trunk	complex_unclassified	2	none	#646464	simple_deletion	15	1	NA	NA	NA	NA	NA	2	15289660	15289664	2	18228893	18228897	+	+	0	0	1	30	30	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
18	T4_T5_T6	high	trunk	DM	2	mycn	#646464	inversion	16	1	NA	NA	NA	NA	NA	2	15530069	15530071	2	16915397	16915399	-	+	0	0	12	1290	1765	NBAS	NBAS	ENST00000281513	-1	2	intron	28	52	_	AC008069.1	AC008069.1	ENST00000448650	1	_	UTRintron	1	2	_	200
28	T6	high	R2_100	DM	15	mycn	#0070C0	complex	3_1	6	3.chr2.2	3.chr11.1	15669689-17210847	78065048-78065077	0.047504649	2	15669689	15669689	11	78065047	78065049	+	-	0	0	0	0	41	NBAS	NBAS	ENST00000281513	-1	2	intron	9	52	_	GAB2	GAB2	ENST00000361507	-1	0	intron	1	10	_	540
29	T6	high	R2_100	DM	15	mycn	#0070C0	complex	3_1	6	3.chr2.2	3.chr11.1	15669689-17210847	78065048-78065077	0.047504649	2	15669697	15669699	11	78065077	78065077	-	+	0	0	0	0	31	NBAS	NBAS	ENST00000281513	-1	2	intron	9	52	_	GAB2	GAB2	ENST00000361507	-1	0	intron	1	10	_	540
6	T5_T6	high	trunk	DM	2	mycn	#646464	complex	12	3	NA	NA	NA	NA	NA	2	15714161	15714161	2	16090441	16090441	+	+	0	0	1	1053	1494	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
4	T5_T6	high	trunk	DM	2	mycn	#646464	complex	12	3	NA	NA	NA	NA	NA	2	15716481	15716483	2	16055528	16055528	-	+	0	0	1	1294	1608	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
20	T5_T6	high	trunk	DM	2	mycn	#646464	complex	12	3	NA	NA	NA	NA	NA	2	16088723	16088723	2	17314972	17314974	+	-	0	0	0	740	887	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
15	T6	high	R2_100	DM	15	mycn	#0070C0	complex	3_1	6	3.chr2.2	3.chr2.2	15669689-17210847	15669689-17210847	0.047504649	2	16156281	16156281	2	16761516	16761518	+	-	0	0	0	0	142	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	FAM49A	FAM49A	ENST00000381323	-1	1	intron	3	12	_	180
14	T6	high	R2_100	DM	15	mycn	#0070C0	complex	3_1	6	3.chr2.2	3.chr2.2	15669689-17210847	15669689-17210847	0.047504649	2	16157384	16157386	2	16661799	16661799	-	+	0	0	0	0	108	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
17	T4_T5_T6	high	trunk	DM	2	mycn	#646464	inversion	17	1	NA	NA	NA	NA	NA	2	16185226	16185231	2	16844088	16844093	+	-	0	0	2	999	1309	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	1	12	_	100
33	T5	high	R1_44	DM	6	mycn	#7800F8	reciprocal_translocation	3	2	3.chr2.1	3.chr20.2	16493297-16789345	10202019-10202082	2.74E-09	2	16493297	16493297	20	10202018	10202020	+	-	0	0	0	10	0	_	_	_	_	_	_	_	_	_	SNAP25	SNAP25	ENST00000254976	1	_	5UTRintron	1	8	_	0
16	T6	high	R2_100	DM	15	mycn	#0070C0	complex	3_1	6	3.chr2.2	3.chr2.2	15669689-17210847	15669689-17210847	0.047504649	2	16661134	16661134	2	16762711	16762711	+	+	0	0	0	0	123	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	1	intron	3	12	_	0
34	T5	high	R1_44	DM	6	mycn	#7800F8	reciprocal_translocation	3	2	3.chr2.1	3.chr20.2	16493297-16789345	10202019-10202082	2.74E-09	2	16789344	16789346	20	10202082	10202082	-	+	0	0	0	11	0	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	2	12	_	SNAP25	SNAP25	ENST00000254976	1	_	5UTRintron	1	8	_	860
19	T6	high	R2_100	complex_unclassified	15	none	#0070C0	complex	3_1	6	3.chr2.2	3.chr2.2	15669689-17210847	15669689-17210847	0.047504649	2	17209441	17209441	2	17210847	17210847	+	+	0	0	0	1	5	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
