id	presence.summary	confidence	subs_clone	event_type	event_id	csv_locus	color	ClusterSV_event_type	ClusterSV_cluster_id	ClusterSV_num_SV_in_cluster	ClusterSV_footprint_id_low_end	ClusterSV_footprint_id_high_end	ClusterSV_start_end_low_end_footprint	ClusterSV_start_end_high_end_footprint	ClusterSV_p_value	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	I.H.112910.T1.1.D1.1.count	I.H.112910.T2.1.D1.1.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag
7	T1_T2	high	trunk	unbalanced_translocation	1	2p_gain|11q_loss	#646464	unbalanced_translocation	11	1	NA	NA	NA	NA	NA	2	65634555	65634555	11	78022011	78022013	+	-	0	0	10	17	SPRED2	SPRED2	ENST00000356388	-1	2	intron	1	6	_	GAB2	GAB2	ENST00000361507	-1	0	intron	1	10	_	540
5	T2	high	R1_100	tandem_duplication	2	none	#0070C0	tandem_duplication	1	1	1.chr2.1	1.chr2.2	113915279-113915279	113916133-113916133	NA	2	113915278	113915280	2	113916132	113916134	-	-	0	0	0	12	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
13	T1_T2	high	trunk	complex_unclassified	3	17q_gain	#646464	tandem_duplication	10	1	NA	NA	NA	NA	NA	17	61170126	61170128	17	79640327	79640329	-	-	0	0	18	27	TANC2	TANC2	ENST00000424789	1	1	intron	2	25	_	CCDC137	CCDC137	ENST00000329214	1	_	3UTRexon	6	6	_	200
12	T1_T2	high	trunk	complex_unclassified	3	17q_gain	#646464	unbalanced_translocation	12	1	NA	NA	NA	NA	NA	3	54322363	54322365	17	61066771	61066771	-	+	0	0	4	12	CACNA2D3	CACNA2D3	ENST00000474759	1	0	intron	2	38	_	_	_	_	_	_	_	_	_	_	0
111	T2	high	R1_100	simple_deletion	4	none	#0070C0	simple_deletion	2	1	2.chr3.1	2.chr3.2	172599832-172599832	172601588-172601588	NA	3	172599832	172599832	3	172601588	172601588	+	+	0	0	0	10	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
8	T2	high	R1_100	unbalanced_translocation	5	TERT|DLG2|11q_loss	#0070C0	unbalanced_translocation	3	1	3.chr5.1	3.chr11.2	1340304-1340304	83805435-83805435	NA	5	1340304	1340304	11	83805434	83805436	+	-	0	0	0	16	CLPTM1L	CLPTM1L	ENST00000320895	-1	0	intron	3	17	_	DLG2	DLG2	ENST00000376104	-1	2	intron	10	28	_	540
15	T1	high	D1_100	complex_unclassified	6	none	#7800F8	tandem_duplication	14	1	NA	NA	NA	NA	NA	5	30019232	30019234	5	73977244	73977246	-	-	0	0	4	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
16	T1	high	D1_100	complex_unclassified	6	none	#7800F8	inversion	15	1	NA	NA	NA	NA	NA	5	62540140	62540142	5	104198697	104198697	-	+	0	0	6	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
17	T1	high	D1_100	complex_unclassified	6	none	#7800F8	tandem_duplication	16	1	NA	NA	NA	NA	NA	5	88476583	88476585	5	104374580	104374582	-	-	0	0	4	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
I-H-112910-T2-1-D1-1.8	T2	high	R1_100	simple_deletion	7	none	#0070C0	simple_deletion	4	1	4.chr6.1	4.chr6.2	90887581-90887581	90963121-90963121	NA	6	90887581	90887581	6	90963121	90963121	+	+	0	0	0	9	BACH2	BACH2	ENST00000537989	-1	_	5UTRintron	2	7	_	BACH2	BACH2	ENST00000537989	-1	_	5UTRintron	1	7	_	840
I-H-112910-T2-1-D1-1.9	T2	high	R1_100	tandem_duplication	8	none	#0070C0	tandem_duplication	5	1	5.chr7.1	5.chr7.2	77683958-77683958	77687856-77687856	NA	7	77683957	77683959	7	77687855	77687857	-	-	0	0	0	9	MAGI2	MAGI2	ENST00000354212	-1	1	intron	21	22	_	MAGI2	MAGI2	ENST00000354212	-1	1	intron	21	22	_	460
