id	presence.summary	confidence	subs_clone	event_type	event_id	csv_locus	color	ClusterSV_event_type	ClusterSV_cluster_id	ClusterSV_num_SV_in_cluster	ClusterSV_footprint_id_low_end	ClusterSV_footprint_id_high_end	ClusterSV_start_end_low_end_footprint	ClusterSV_start_end_high_end_footprint	ClusterSV_p_value	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	I.H.116986.T1.1.D1.1.count	I.H.116986.T2.1.D1.1.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag
1	T1_T2	high	trunk	foldback_inversion	1	1p_loss|17q_gain	#646464	inversion	24	1	NA	NA	NA	NA	NA	1	42317954	42317955	1	200571404	200571405	-	+	0	0	47	29	HIVEP3	HIVEP3	ENST00000372584	-1	_	5UTRintron	1	8	_	KIF14	KIF14	ENST00000367350	-1	2	intron	10	30	_	580
24	T1_T2	high	trunk	DM	2	mycn	#646464	inversion	25	1	NA	NA	NA	NA	NA	2	15612299	15612295	2	34897426	34897458	-	+	0	0	20957	6440	NBAS	NBAS	ENST00000281513	-1	0	intron	16	52	_	_	_	_	_	_	_	_	_	_	0
10	T1_T2	high	trunk	DM	2	mycn	#646464	inversion	26	1	NA	NA	NA	NA	NA	2	15788884	15788854	2	16157713	16158315	-	+	0	0	368	126	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
15	T1_T2	high	trunk	DM	2	mycn	#646464	complex	15	2	NA	NA	NA	NA	NA	2	16250951	16250952	2	16251568	16251579	+	+	0	0	2668	813	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
18	T1_T2	high	trunk	DM	2	mycn	#646464	complex	15	2	NA	NA	NA	NA	NA	2	16271520	16271521	2	16273918	16273961	+	+	0	0	13609	4679	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
21	T1_T2	high	trunk	DM	2	mycn	#646464	complex	13	4	NA	NA	NA	NA	NA	2	16406293	16406294	2	16407417	16407915	+	+	0	0	8582	2747	AC010745.2	AC010745.2	ENST00000420404	1	_	UTRintron	1	3	_	AC010745.2	AC010745.2	ENST00000420404	1	_	UTRintron	1	3	_	100
20	T1_T2	high	trunk	DM	2	mycn	#646464	complex	13	4	NA	NA	NA	NA	NA	2	16406367	16405941	2	16407416	16407915	-	+	0	0	1892	697	AC010745.2	AC010745.2	ENST00000420404	1	_	UTRintron	1	3	_	AC010745.2	AC010745.2	ENST00000420404	1	_	UTRintron	1	3	_	100
20	T1_T2	high	trunk	DM	2	mycn	#646464	complex	13	4	NA	NA	NA	NA	NA	2	16406367	16405941	2	16407416	16407915	-	+	0	0	1892	697	AC010745.2	AC010745.2	ENST00000420404	1	_	UTRintron	1	3	_	AC010745.2	AC010745.2	ENST00000420404	1	_	UTRintron	1	3	_	100
22	T1_T2	high	trunk	DM	2	mycn	#646464	complex	13	4	NA	NA	NA	NA	NA	2	16406541	16406474	2	16408409	16407947	-	-	0	0	12077	3969	AC010745.2	AC010745.2	ENST00000420404	1	_	UTRintron	1	3	_	AC010745.2	AC010745.2	ENST00000420404	1	_	UTRintron	1	3	_	100
30	T1_T2	high	trunk	DM	2	mycn	#646464	complex	13	4	NA	NA	NA	NA	NA	2	16421349	16421358	2	35343760	35343762	+	-	0	0	21732	7162	_	_	_	_	_	_	_	_	_	AC012593.1	AC012593.1	ENST00000587791	1	_	UTRintron	1	5	_	0
26	T1_T2	high	trunk	DM	2	mycn	#646464	simple_deletion	14	1	NA	NA	NA	NA	NA	2	34965682	34966129	2	34967364	34967419	+	+	0	0	14852	4946	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
28	T1_T2	high	trunk	DM	2	mycn	#646464	simple_deletion	27	1	NA	NA	NA	NA	NA	2	35032617	35032618	2	35223201	35223366	+	+	0	0	14297	4566	AC012593.1	AC012593.1	ENST00000453451	1	_	UTRintron	1	6	_	AC012593.1	AC012593.1	ENST00000453451	1	_	UTRintron	2	6	_	100
541	T1_T2	high	trunk	unbalanced_translocation	3	17q_gain	#646464	unbalanced_translocation	28	1	NA	NA	NA	NA	NA	4	26252034	26252036	17	44858240	44858242	-	+	0	0	44	23	RBPJ	RBPJ	ENST00000512351	1	_	5UTRintron	1	5	_	WNT3	WNT3	ENST00000225512	-1	2	intron	1	5	_	820
67	T1_T2	high	trunk	tandem_duplication	4	none	#646464	tandem_duplication	12	1	NA	NA	NA	NA	NA	X	4903237	4903239	X	4908748	4908750	-	-	0	0	13	16	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
900	T1	high	R1_100	unbalanced_translocation	6	none	#7800F8	unbalanced_translocation	35	1	NA	NA	NA	NA	NA	9	109361968	109361970	14	58761529	58761531	-	-	0	0	40	0	RP11-308N19.1	RP11-308N19.1	ENST00000435485	1	_	UTRintron	6	7	_	_	_	_	_	_	_	_	_	_	0
2	T2	high	R2_100	tandem_duplication	7	none	#0070C0	tandem_duplication	1	1	1.chr1.1	1.chr1.3	200076862-200076862	213352404-213352404	0.01677463	1	200076861	200076863	1	213352403	213352405	-	-	0	0	0	31	NR5A2	NR5A2	ENST00000367362	1	0	intron	5	8	_	RPS6KC1	RPS6KC1	ENST00000366960	1	0	intron	8	15	_	900
3	T2	high	R2_100	reciprocal_translocation	8	none	#0070C0	reciprocal_translocation	13	2	NA	NA	NA	NA	NA	1	200405765	200405765	10	3038373	3038375	+	-	0	0	0	26	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
4	T2	high	R2_100	reciprocal_translocation	8	none	#0070C0	reciprocal_translocation	13	2	NA	NA	NA	NA	NA	1	200405765	200405767	10	3038376	3038376	-	+	0	0	0	33	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
6	T2	high	R2_100	DM	9	mycn	#0070C0	complex	18	9	NA	NA	NA	NA	NA	2	15642184	15642185	10	133768380	133768381	-	+	0	0	0	27	NBAS	NBAS	ENST00000281513	-1	0	intron	11	52	_	PPP2R2D	PPP2R2D	ENST00000455566	1	2	intron	6	7	_	700
12	T2	high	R2_100	DM	9	mycn	#0070C0	complex	18	9	NA	NA	NA	NA	NA	2	15657234	15657236	2	16209214	16209214	-	+	0	0	0	12	NBAS	NBAS	ENST00000281513	-1	2	intron	9	52	_	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	1	4	_	200
14	T2	high	R2_100	DM	9	mycn	#0070C0	complex	18	9	NA	NA	NA	NA	NA	2	15931297	15931297	2	16246295	16246295	+	+	0	0	0	22	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
13	T2	high	R2_100	DM	9	mycn	#0070C0	complex	18	9	NA	NA	NA	NA	NA	2	15931425	15931427	2	16246128	16246130	-	-	0	0	0	24	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
29	T2	high	R2_100	DM	9	mycn	#0070C0	complex	18	9	NA	NA	NA	NA	NA	2	15949650	15949785	2	35265362	35265573	+	+	0	0	0	379	AC113608.1	AC113608.1	ENST00000448379	-1	_	UTRintron	1	2	_	AC012593.1	AC012593.1	ENST00000587791	1	_	UTRintron	1	5	_	100
9	T2	high	R2_100	DM	9	mycn	#0070C0	complex	18	9	NA	NA	NA	NA	NA	2	15955359	15955361	2	15969368	15969368	-	+	0	0	0	339	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
11	T2	high	R2_100	DM	9	mycn	#0070C0	inversion	30	1	NA	NA	NA	NA	NA	2	16067319	16067196	2	16168489	16168726	-	+	0	0	0	413	MYCNUN	MYCNUN	ENST00000433810	1	_	UTRintron	2	3	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	100
25	T2	high	R2_100	DM	9	mycn	#0070C0	inversion	31	1	NA	NA	NA	NA	NA	2	16139620	16139394	2	34955811	34955996	-	+	0	0	0	409	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	AC073218.2	AC073218.2	ENST00000453774	1	_	UTRintron	1	3	_	100
17	T2	high	R2_100	DM	9	mycn	#0070C0	complex	18	9	NA	NA	NA	NA	NA	2	16189747	16189747	2	16257452	16257454	+	-	0	0	0	398	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
