id	presence.summary	confidence	subs_clone	event_type	event_id	csv_locus	color	ClusterSV_event_type	ClusterSV_cluster_id	ClusterSV_num_SV_in_cluster	ClusterSV_footprint_id_low_end	ClusterSV_footprint_id_high_end	ClusterSV_start_end_low_end_footprint	ClusterSV_start_end_high_end_footprint	ClusterSV_p_value	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	I.H.132380.T4.1.D1.2.count	I.H.132380.T5.1.D1.2.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag
13	T4_T5	high	trunk	simple_deletion	1	none	#646464	simple_deletion	1	1	1.chr2.1	1.chr2.2	97817803.5-97817803.5	97822204.5-97822204.5	NA	2	97817803	97817804	2	97822204	97822205	+	+	0	0	5	9	ANKRD36	ANKRD36	ENST00000420699	1	1	intron	13	76	_	ANKRD36	ANKRD36	ENST00000420699	1	0	intron	15	76	_	680
18	T4_T5	high	trunk	DM	2	TERT|IGFL1	#646464	complex	2	12	2.chr5.4	2.chr5.5	1241773.5-1241773.5	156874334.5-157655039	0.049514843	5	1241771	1241776	5	156874332	156874337	-	+	0	0	155	1274	SLC6A18	SLC6A18	ENST00000324642	1	2	intron	7	12	_	ADAM19	ADAM19	ENST00000430702	-1	0	intron	21	23	_	700
62	T4_T5	high	trunk	DM	2	TERT|IGFL1	#646464	complex	2	12	2.chr5.5	2.chr19.3	156874334.5-157655039	46397111-55197866	0.049514843	5	156941038	156941039	19	55132894	55132895	+	-	0	0	62	821	ADAM19	ADAM19	ENST00000257527	-1	0	intron	7	23	_	LILRB1	LILRB1	ENST00000396331	1	_	5UTRintron	1	16	_	200
26	T4_T5	high	trunk	DM	2	TERT|IGFL1	#646464	complex	2	12	2.chr5.5	2.chr19.1	156874334.5-157655039	20253944.5-20849024.5	0.049514843	5	156974754	156974755	19	20294972	20294973	-	-	0	0	95	619	ADAM19	ADAM19	ENST00000257527	-1	2	intron	3	23	_	ZNF486	ZNF486	ENST00000335117	1	0	intron	1	4	_	540
20	T4_T5	high	trunk	DM	2	TERT|IGFL1	#646464	complex	2	12	2.chr5.5	2.chr5.5	156874334.5-157655039	156874334.5-157655039	0.049514843	5	157192800	157192800	5	157655039	157655039	+	+	0	0	92	711	_	_	_	_	_	_	_	_	_	CTC-436K13.6	CTC-436K13.6	ENST00000523178	-1	_	UTRintron	2	5	_	0
50	T4_T5	high	trunk	DM	2	TERT|IGFL1	#646464	complex	2	12	2.chr19.1	2.chr19.3	20253944.5-20849024.5	46397111-55197866	0.049514843	19	20253944	20253945	19	54143138	54143139	-	+	0	0	210	915	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
34	T4_T5	high	trunk	DM	2	TERT|IGFL1	#646464	complex	2	12	2.chr19.1	2.chr19.2	20253944.5-20849024.5	37822310-38179529.5	0.049514843	19	20849023	20849026	19	38179528	38179531	+	-	0	0	81	258	_	_	_	_	_	_	_	_	_	ZNF781	ZNF781	ENST00000358582	-1	_	5UTRintron	2	4	_	0
35	T4_T5	high	trunk	DM	2	TERT|IGFL1	#646464	complex	2	12	2.chr19.2	2.chr19.3	37822310-38179529.5	46397111-55197866	0.049514843	19	37822309	37822311	19	46397111	46397111	-	+	0	0	20	37	HKR1	HKR1	ENST00000589801	1	_	5UTRintron	4	5	_	MYPOP	MYPOP	ENST00000322217	-1	1	intron	2	3	_	820
56	T4_T5	high	trunk	DM	2	TERT|IGFL1	#646464	complex	2	12	2.chr19.3	2.chr19.3	46397111-55197866	46397111-55197866	0.049514843	19	46428304	46428304	19	54562183	54562185	+	-	0	0	62	849	_	_	_	_	_	_	_	_	_	VSTM1	VSTM1	ENST00000338372	-1	1	intron	1	9	_	0
44	T4_T5	high	trunk	DM	2	TERT|IGFL1	#646464	complex	2	12	2.chr19.3	2.chr19.3	46397111-55197866	46397111-55197866	0.049514843	19	46477114	46477114	19	50077518	50077520	+	-	0	0	56	398	_	_	_	_	_	_	_	_	_	NOSIP	NOSIP	ENST00000596358	-1	_	5UTRintron	1	9	_	0
41	T4_T5	high	trunk	DM	2	TERT|IGFL1	#646464	complex	2	12	2.chr19.3	2.chr19.3	46397111-55197866	46397111-55197866	0.049514843	19	46957098	46957100	19	49987313	49987315	+	+	0	0	117	2	_	_	_	_	_	_	_	_	_	FLT3LG	FLT3LG	ENST00000594009	1	_	3UTRintron	7	8	_	0
59	T4_T5	high	trunk	DM	2	TERT|IGFL1	#646464	complex	2	12	2.chr19.3	2.chr19.3	46397111-55197866	46397111-55197866	0.049514843	19	50024785	50024787	19	54918305	54918305	-	+	0	0	44	388	FCGRT	FCGRT	ENST00000221466	1	1	intron	4	7	_	_	_	_	_	_	_	_	_	_	0
65	T4_T5	high	trunk	DM	2	TERT|IGFL1	#646464	complex	2	12	2.chr19.3	2.chr19.3	46397111-55197866	46397111-55197866	0.049514843	19	50357899	50357899	19	55197865	55197867	+	-	0	0	134	347	PTOV1	PTOV1	ENST00000391842	1	0	intron	2	12	_	_	_	_	_	_	_	_	_	_	0
69	T4_T5	high	trunk	chromothripsis	3	none	#646464	reciprocal_inversion	3_1	2	3.chr8.1	3.chr8.2	ptel-48416549	84924350-qtel	0.048656746	8	8526658	8526659	8	97724432	97724433	-	+	0	0	7	4	_	_	_	_	_	_	_	_	_	CPQ	CPQ	ENST00000220763	1	_	5UTRintron	1	8	_	0
70	T4_T5	high	trunk	chromothripsis	3	none	#646464	reciprocal_inversion	3_1	2	3.chr8.1	3.chr8.2	ptel-48416549	84924350-qtel	0.048656746	8	8526749	8526750	8	99745623	99745624	+	-	0	0	12	6	_	_	_	_	_	_	_	_	_	STK3	STK3	ENST00000419617	-1	0	intron	4	11	_	0
78	T4_T5	high	trunk	chromothripsis	3	none	#646464	complex	3_4	9	3.chr8.1	3.chr8.2	ptel-48416549	84924350-qtel	0.048656746	8	10399584	10399585	8	137808878	137808879	+	+	0	0	14	28	PRSS55	PRSS55	ENST00000522210	1	0	intron	4	5	_	RP11-30J20.1	RP11-30J20.1	ENST00000524346	1	_	UTRintron	3	6	_	200
73	T4_T5	high	trunk	chromothripsis	3	none	#646464	complex	3_3	4	3.chr8.1	3.chr8.2	ptel-48416549	84924350-qtel	0.048656746	8	13279186	13279190	8	123670711	123670715	-	-	0	0	20	10	DLC1	DLC1	ENST00000276297	-1	0	intron	2	18	_	_	_	_	_	_	_	_	_	_	0
82	T4_T5	high	trunk	chromothripsis	3	none	#646464	complex	3_4	9	3.chr8.1	3.chr8.2	ptel-48416549	84924350-qtel	0.048656746	8	20506949	20506950	8	139247372	139247373	+	-	0	0	14	19	_	_	_	_	_	_	_	_	_	FAM135B	FAM135B	ENST00000395297	-1	0	intron	7	20	_	0
76	T4_T5	high	trunk	chromothripsis	3	none	#646464	complex	3_4	9	3.chr8.1	3.chr8.2	ptel-48416549	84924350-qtel	0.048656746	8	29884169	29884170	8	128151226	128151227	-	-	0	0	9	19	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
75	T4_T5	high	trunk	chromothripsis	3	none	#646464	complex	3_4	9	3.chr8.1	3.chr8.2	ptel-48416549	84924350-qtel	0.048656746	8	29897092	29897093	8	127369219	127369220	+	-	0	0	7	13	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
79	T4_T5	high	trunk	chromothripsis	3	none	#646464	complex	3_4	9	3.chr8.1	3.chr8.2	ptel-48416549	84924350-qtel	0.048656746	8	29899776	29899777	8	137829701	137829702	-	-	0	0	9	16	_	_	_	_	_	_	_	_	_	RP11-30J20.1	RP11-30J20.1	ENST00000521034	1	_	UTRintron	1	4	_	0
66	T4_T5	high	trunk	chromothripsis	3	none	#646464	complex	3_4	9	3.chr8.1	3.chr8.1	ptel-48416549	ptel-48416549	0.048656746	8	29904730	29904732	8	29906567	29906567	-	+	0	0	5	9	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
68	T4_T5	high	trunk	chromothripsis	3	none	#646464	simple_deletion	3_6	1	3.chr8.1	3.chr8.2	ptel-48416549	84924350-qtel	0.048656746	8	48416549	48416549	8	94570841	94570841	+	+	0	0	7	10	SPIDR	SPIDR	ENST00000297423	1	2	intron	8	20	_	_	_	_	_	_	_	_	_	_	0
67	T4_T5	high	trunk	chromothripsis	3	none	#646464	simple_deletion	3_2	1	3.chr8.2	3.chr8.2	84924350-qtel	84924350-qtel	0.048656746	8	84924350	84924350	8	84925196	84925196	+	+	0	0	17	11	RP11-120I21.2	RP11-120I21.2	ENST00000523678	1	_	UTRintron	1	4	_	RP11-120I21.2	RP11-120I21.2	ENST00000523678	1	_	UTRintron	1	4	_	100
72	T4_T5	high	trunk	chromothripsis	3	none	#646464	complex	3_3	4	3.chr8.2	3.chr8.2	84924350-qtel	84924350-qtel	0.048656746	8	92556936	92556940	8	123670224	123670228	-	+	0	0	8	20	RP11-122C21.1	RP11-122C21.1	ENST00000521199	-1	_	UTRintron	3	4	_	_	_	_	_	_	_	_	_	_	0
71	T4_T5	high	trunk	chromothripsis	3	none	#646464	complex	3_3	4	3.chr8.2	3.chr8.2	84924350-qtel	84924350-qtel	0.048656746	8	121145478	121145486	8	123668845	123668853	+	+	0	0	11	14	COL14A1	COL14A1	ENST00000297848	1	_	5UTRintron	1	48	_	_	_	_	_	_	_	_	_	_	0
74	T4_T5	high	trunk	chromothripsis	3	none	#646464	complex	3_3	4	3.chr8.2	3.chr8.2	84924350-qtel	84924350-qtel	0.048656746	8	123670167	123670168	8	123686949	123686950	-	-	0	0	13	18	_	_	_	_	_	_	_	_	_	RP11-973F15.1	RP11-973F15.1	ENST00000521608	-1	_	UTRintron	2	4	_	0
80	T4_T5	high	trunk	chromothripsis	3	none	#646464	complex	3_4	9	3.chr8.2	3.chr8.2	84924350-qtel	84924350-qtel	0.048656746	8	125031953	125031955	8	139238805	139238807	-	-	0	0	15	17	FER1L6	FER1L6	ENST00000522917	1	0	intron	16	41	_	FAM135B	FAM135B	ENST00000395297	-1	0	intron	7	20	_	540
83	T4_T5	high	trunk	chromothripsis	3	none	#646464	simple_deletion	3_5	1	3.chr8.2	3.chr8.2	84924350-qtel	84924350-qtel	0.048656746	8	125885660	125885661	8	144940558	144940559	+	+	0	0	2	14	LINC00964	LINC00964	ENST00000528090	1	_	UTRintron	3	6	_	EPPK1	EPPK1	ENST00000525985	-1	1	exon	2	2	_	100
77	T4_T5	high	trunk	chromothripsis	3	none	#646464	complex	3_4	9	3.chr8.2	3.chr8.2	84924350-qtel	84924350-qtel	0.048656746	8	127340457	127340461	8	134895489	134895493	+	+	0	0	9	10	RP11-65D17.1	RP11-65D17.1	ENST00000500180	1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
81	T4_T5	high	trunk	chromothripsis	3	none	#646464	complex	3_4	9	3.chr8.2	3.chr8.2	84924350-qtel	84924350-qtel	0.048656746	8	127347709	127347711	8	139239306	139239308	-	-	0	0	9	6	_	_	_	_	_	_	_	_	_	FAM135B	FAM135B	ENST00000395297	-1	0	intron	7	20	_	0
89	T4_T5	high	trunk	simple_deletion	4	none	#646464	simple_deletion	4	1	4.chrX.1	4.chrX.2	87738385.5-87738385.5	87739548.5-87739548.5	NA	X	87738385	87738386	X	87739548	87739549	+	+	0	0	8	14	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
17	T4	high	SL1_78	tandem_duplication	5	none	#7800F8	tandem_duplication	1	1	1.chr2.1	1.chr2.2	187641389-187641389	187654077-187654077	NA	2	187641386	187641392	2	187654074	187654080	-	-	0	0	5	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
22	T4	high	SL1_78	DM	6	TERT|IGFL1	#7800F8	inversion	2_2	1	2.chr5.6	2.chr5.8	1353239.5-1353239.5	157895932.5-157895932.5	0.049727578	5	1353238	1353241	5	157895931	157895934	+	-	0	0	133	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
39	T4	high	SL1_78	DM	6	TERT|IGFL1	#7800F8	complex	2_1	20	2.chr5.7	2.chr19.3	156875545.5-156973572	46443517-46877631.5	0.049727578	5	156875545	156875546	19	46724559	46724560	+	-	0	0	7	0	ADAM19	ADAM19	ENST00000430702	-1	0	intron	21	23	_	_	_	_	_	_	_	_	_	_	0
28	T4	high	SL1_78	DM	6	TERT|IGFL1	#7800F8	complex	2_1	20	2.chr5.7	2.chr19.1	156875545.5-156973572	20313707.5-20592243.5	0.049727578	5	156949903	156949904	19	20465160	20465161	-	+	0	0	82	0	ADAM19	ADAM19	ENST00000257527	-1	2	intron	5	23	_	_	_	_	_	_	_	_	_	_	0
33	T4	high	SL1_78	DM	6	TERT|IGFL1	#7800F8	complex	2_1	20	2.chr5.7	2.chr19.2	156875545.5-156973572	37949563.5-38171014	0.049727578	5	156973572	156973572	19	38171014	38171014	+	+	0	0	18	0	ADAM19	ADAM19	ENST00000257527	-1	2	intron	3	23	_	ZNF781	ZNF781	ENST00000358582	-1	_	5UTRintron	3	4	_	200
